country_id,country,state_id,state,market_id,market,produce_id,produce,currency_id,currency,pt_id,market_type,um_unit_id,quantity,month,year,price
182.0,Nigeria,2211,Adamawa,1980,Mubi,64,Rice (imported) ,0.0,NGN,14,Wholesale,22,50 KG,4,2018,15250.0
182.0,Nigeria,2211,Adamawa,1980,Mubi,64,Rice (imported) ,0.0,NGN,14,Wholesale,22,50 KG,5,2018,15424.0
182.0,Nigeria,2211,Adamawa,1980,Mubi,64,Rice (imported) ,0.0,NGN,14,Wholesale,22,50 KG,7,2018,16205.0
182.0,Nigeria,2211,Adamawa,1980,Mubi,64,Rice (imported) ,0.0,NGN,14,Wholesale,22,50 KG,8,2018,15960.0
182.0,Nigeria,2211,Adamawa,1980,Mubi,64,Rice (imported) ,0.0,NGN,14,Wholesale,22,50 KG,9,2018,16160.0
182.0,Nigeria,2211,Adamawa,1980,Mubi,64,Rice (imported) ,0.0,NGN,14,Wholesale,22,50 KG,10,2018,16020.0
182.0,Nigeria,2211,Adamawa,1980,Mubi,64,Rice (imported) ,0.0,NGN,14,Wholesale,22,50 KG,11,2018,15540.0
182.0,Nigeria,2211,Adamawa,1980,Mubi,64,Rice (imported) ,0.0,NGN,14,Wholesale,22,50 KG,12,2018,15050.0
182.0,Nigeria,2211,Adamawa,1980,Mubi,64,Rice (imported) ,0.0,NGN,14,Wholesale,22,50 KG,2,2019,14300.0
182.0,Nigeria,2211,Adamawa,1980,Mubi,64,Rice (imported) ,0.0,NGN,14,Wholesale,22,50 KG,3,2019,14240.0
182.0,Nigeria,2211,Adamawa,1980,Mubi,64,Rice (imported) ,0.0,NGN,14,Wholesale,22,50 KG,4,2019,14025.0
182.0,Nigeria,2211,Adamawa,1980,Mubi,64,Rice (imported) ,0.0,NGN,14,Wholesale,22,50 KG,8,2019,13000.0
182.0,Nigeria,2211,Adamawa,1980,Mubi,64,Rice (imported) ,0.0,NGN,14,Wholesale,22,50 KG,9,2019,14075.0
182.0,Nigeria,2211,Adamawa,1980,Mubi,64,Rice (imported) ,0.0,NGN,14,Wholesale,22,50 KG,10,2019,16050.0
182.0,Nigeria,2211,Adamawa,1980,Mubi,64,Rice (imported) ,0.0,NGN,14,Wholesale,22,50 KG,11,2019,15525.0
182.0,Nigeria,2211,Adamawa,1980,Mubi,64,Rice (imported) ,0.0,NGN,14,Wholesale,22,50 KG,12,2019,14125.0
182.0,Nigeria,2211,Adamawa,1980,Mubi,64,Rice (imported) ,0.0,NGN,14,Wholesale,22,50 KG,1,2020,14800.0
182.0,Nigeria,2211,Adamawa,1980,Mubi,64,Rice (imported) ,0.0,NGN,14,Wholesale,22,50 KG,2,2020,14875.0
182.0,Nigeria,2211,Adamawa,1980,Mubi,64,Rice (imported) ,0.0,NGN,14,Wholesale,22,50 KG,3,2020,14625.0
182.0,Nigeria,2211,Adamawa,1980,Mubi,64,Rice (imported) ,0.0,NGN,14,Wholesale,22,50 KG,4,2020,16260.0
182.0,Nigeria,2211,Adamawa,1980,Mubi,64,Rice (imported) ,0.0,NGN,14,Wholesale,22,50 KG,5,2020,17975.0
182.0,Nigeria,2211,Adamawa,1980,Mubi,64,Rice (imported) ,0.0,NGN,14,Wholesale,22,50 KG,6,2020,18550.0
182.0,Nigeria,2211,Adamawa,1980,Mubi,64,Rice (imported) ,0.0,NGN,14,Wholesale,22,50 KG,7,2020,21025.0
182.0,Nigeria,2211,Adamawa,1980,Mubi,64,Rice (imported) ,0.0,NGN,14,Wholesale,22,50 KG,8,2020,23380.0
182.0,Nigeria,2211,Adamawa,1980,Mubi,64,Rice (imported) ,0.0,NGN,14,Wholesale,22,50 KG,9,2020,25450.0
182.0,Nigeria,2211,Adamawa,1980,Mubi,64,Rice (imported) ,0.0,NGN,14,Wholesale,22,50 KG,10,2020,26300.0
182.0,Nigeria,2211,Adamawa,1980,Mubi,64,Rice (imported) ,0.0,NGN,14,Wholesale,22,50 KG,11,2020,25960.0
182.0,Nigeria,2211,Adamawa,1980,Mubi,64,Rice (imported) ,0.0,NGN,14,Wholesale,22,50 KG,12,2020,25550.0
182.0,Nigeria,2211,Adamawa,1980,Mubi,64,Rice (imported) ,0.0,NGN,14,Wholesale,22,50 KG,1,2021,24600.0
182.0,Nigeria,2211,Adamawa,1980,Mubi,64,Rice (imported) ,0.0,NGN,14,Wholesale,22,50 KG,2,2021,24000.0
182.0,Nigeria,2211,Adamawa,1980,Mubi,64,Rice (imported) ,0.0,NGN,14,Wholesale,22,50 KG,3,2021,24000.0
182.0,Nigeria,2211,Adamawa,1980,Mubi,64,Rice (imported) ,0.0,NGN,14,Wholesale,22,50 KG,4,2021,24550.0
182.0,Nigeria,2211,Adamawa,1980,Mubi,64,Rice (imported) ,0.0,NGN,15,Retail,5,KG,2,2019,300.0
182.0,Nigeria,2211,Adamawa,1980,Mubi,64,Rice (imported) ,0.0,NGN,15,Retail,5,KG,3,2019,300.0
182.0,Nigeria,2211,Adamawa,1980,Mubi,64,Rice (imported) ,0.0,NGN,15,Retail,5,KG,4,2019,300.0
182.0,Nigeria,2211,Adamawa,1980,Mubi,64,Rice (imported) ,0.0,NGN,15,Retail,5,KG,8,2019,300.0
182.0,Nigeria,2211,Adamawa,1980,Mubi,64,Rice (imported) ,0.0,NGN,15,Retail,5,KG,9,2019,307.464
182.0,Nigeria,2211,Adamawa,1980,Mubi,64,Rice (imported) ,0.0,NGN,15,Retail,5,KG,10,2019,316.66
182.0,Nigeria,2211,Adamawa,1980,Mubi,64,Rice (imported) ,0.0,NGN,15,Retail,5,KG,1,2020,303.332
182.0,Nigeria,2211,Adamawa,1980,Mubi,64,Rice (imported) ,0.0,NGN,15,Retail,5,KG,2,2020,300.0
182.0,Nigeria,2211,Adamawa,1980,Mubi,64,Rice (imported) ,0.0,NGN,15,Retail,5,KG,4,2020,322.662
182.0,Nigeria,2211,Adamawa,1980,Mubi,64,Rice (imported) ,0.0,NGN,15,Retail,5,KG,5,2020,371.661
182.0,Nigeria,2211,Adamawa,1980,Mubi,64,Rice (imported) ,0.0,NGN,15,Retail,5,KG,6,2020,404.9985
182.0,Nigeria,2211,Adamawa,1980,Mubi,64,Rice (imported) ,0.0,NGN,15,Retail,5,KG,7,2020,448.3285
182.0,Nigeria,2211,Adamawa,1980,Mubi,64,Rice (imported) ,0.0,NGN,15,Retail,5,KG,8,2020,475.9944
182.0,Nigeria,2211,Adamawa,1980,Mubi,64,Rice (imported) ,0.0,NGN,15,Retail,5,KG,9,2020,501.6645
182.0,Nigeria,2211,Adamawa,1980,Mubi,64,Rice (imported) ,0.0,NGN,15,Retail,5,KG,10,2020,501.6655
182.0,Nigeria,2211,Adamawa,1980,Mubi,64,Rice (imported) ,0.0,NGN,15,Retail,5,KG,11,2020,459.994
182.0,Nigeria,2211,Adamawa,1980,Mubi,64,Rice (imported) ,0.0,NGN,15,Retail,5,KG,12,2020,466.66
182.0,Nigeria,2211,Adamawa,1980,Mubi,64,Rice (imported) ,0.0,NGN,15,Retail,5,KG,1,2021,466.66
